@relation 'unknown-weka.filters.unsupervised.attribute.Remove-R3,5,10-12'

@attribute confidentiality {yes,no}
@attribute integrity {yes,no}
@attribute availability {yes,no}
@attribute ' identification & authentication' {yes,no}
@attribute accountability {yes,no}
@attribute privacy {yes,no}
@attribute documentID string
@attribute sentence string

@data
no,no,no,no,no,no,oscar_requests,'hour few'
no,no,no,no,no,no,oscar_requests,'add quick chart functionality'
no,no,no,no,no,no,oscar_requests,'sluggish echart time response be take up memory'
no,no,no,no,no,no,oscar_requests,'add quick chart functionality'
no,no,no,no,no,no,oscar_requests,'sluggish echart time response be take up memory'
no,no,no,no,no,no,oscar_requests,'move this feature request tracker'
no,no,no,no,no,no,oscar_requests,'oscar change request v1 .2'
no,no,no,no,no,no,oscar_requests,'= = = = = = = = = = = = = = = = = = = = = = = = ='
no,no,no,no,no,no,oscar_requests,'change description include benefit'
no,no,no,no,no,no,oscar_requests,-----------------------------------
yes,yes,yes,no,yes,no,oscar_requests,'modify echart improve so that it load only note 20 recent most order to initial load speed'
yes,yes,no,no,yes,no,oscar_requests,'click desire if user can full chart link fetch to entire chart'
no,no,no,no,no,no,oscar_requests,'oscar interaction point'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,echart
no,no,no,no,no,no,oscar_requests,'integration risk'
no,no,no,no,no,no,oscar_requests,-----------------
no,no,no,no,no,no,oscar_requests,'determine submit as we have code conflict that this with chart eye'
no,no,no,no,no,no,oscar_requests,'risk incorporate if not'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'long load time user large chart'
no,no,no,no,no,no,oscar_requests,'minimum testing requirement process'
no,no,no,no,no,no,oscar_requests,------------------------------------
yes,no,no,no,yes,no,oscar_requests,'view enable with code echart configuration various eye etc chart'
yes,yes,no,no,yes,no,oscar_requests,'ensure that work these initial quick chart load both full chart'
yes,no,yes,no,yes,no,oscar_requests,'add entry 20 than more chart patient verify display that oldest these do not default'
no,no,no,no,no,no,oscar_requests,'support training requirement to change'
no,no,no,no,no,no,oscar_requests,----------------------------------------
no,no,no,no,no,no,oscar_requests,'explain display how to full chart'
no,no,no,no,no,no,oscar_requests,'time estimate'
no,no,no,no,no,no,oscar_requests,-------------
no,no,no,no,no,no,oscar_requests,??
no,no,no,no,no,no,oscar_requests,'add consult social history button to request'
yes,yes,no,no,yes,no,oscar_requests,'useful it would be able to be insert to social history consultation request relevant as these may be the consult'
no,no,no,no,no,no,oscar_requests,'oscar change request v1 .2'
no,no,no,no,no,no,oscar_requests,'= = = = = = = = = = = = = = = = = = = = = = = = ='
no,no,no,no,no,no,oscar_requests,'change description include benefit'
no,no,no,no,no,no,oscar_requests,-----------------------------------
yes,yes,no,no,yes,no,oscar_requests,'useful it would be able to be insert to social history consultation request relevant as these may be the consult'
no,no,no,no,no,no,oscar_requests,'oscar interaction point'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'consultation request casemgmt_note'
no,no,no,no,no,no,oscar_requests,'integration risk'
no,no,no,no,no,no,oscar_requests,-----------------
no,no,no,no,no,no,oscar_requests,'not applicable'
no,no,no,no,no,no,oscar_requests,'risk incorporate if not'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'not applicable'
no,no,no,no,no,no,oscar_requests,'minimum testing requirement process'
no,no,no,no,no,no,oscar_requests,------------------------------------
no,no,no,no,no,no,oscar_requests,'need make to sure write insert be correct text'
no,no,no,no,no,no,oscar_requests,'support training requirement to change'
no,no,no,no,no,no,oscar_requests,----------------------------------------
no,no,no,no,no,no,oscar_requests,none
no,no,no,no,no,no,oscar_requests,'time estimate'
no,no,no,no,no,no,oscar_requests,-------------
no,no,no,no,no,no,oscar_requests,'------------- 2 day'
no,no,no,no,no,no,oscar_requests,'multisite enhancement'
no,no,no,no,no,no,oscar_requests,'change description include benefit'
no,no,no,no,no,no,oscar_requests,-----------------------------------
no,no,no,no,no,no,oscar_requests,'add fix will issue some multi-site feature exist feature no new'
no,no,no,no,no,no,oscar_requests,'hsfo flowsheet new'
no,no,no,no,no,no,oscar_requests,'change description include benefit'
no,no,no,no,no,no,oscar_requests,-----------------------------------
no,yes,no,no,yes,no,oscar_requests,'version new hsfo management flowsheet version new process xml validation upload process new'
no,no,no,no,no,no,oscar_requests,'oscar interaction point'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'change database will be add table more avoid to impact version old'
no,no,no,no,no,no,oscar_requests,'inbox revise version'
no,no,no,no,no,no,oscar_requests,'change description include benefit'
no,no,no,no,no,no,oscar_requests,-----------------------------------
yes,yes,no,no,yes,no,oscar_requests,'enhance inbox manager support which will picture upload preview function incorporate also file split rotate support major web browser all different'
no,no,no,no,no,no,oscar_requests,'oscar interaction point'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'revise e module will be impact'
no,no,no,no,no,no,oscar_requests,'integration risk'
no,no,no,no,no,no,oscar_requests,-----------------
no,no,no,no,no,no,oscar_requests,'need fully test see to impact module whether it other'
no,no,no,no,no,no,oscar_requests,'e.g. rx lab'
no,no,no,no,no,no,oscar_requests,'risk incorporate if not'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'have inbox exist major problem compatible not web browser'
no,no,no,no,no,no,oscar_requests,'e.g. firefox 6.0 + or 8.0 ie etc'
no,no,no,no,no,no,oscar_requests,'anonymous note phone encounters'
no,no,no,no,no,no,oscar_requests,'part feature request this be caisi waiting c.a.s.h. access 1 list management system id 3488352'
yes,yes,no,no,yes,no,oscar_requests,'intend feature this be user need who create to quickly note know identity client time creation'
yes,yes,no,no,yes,no,oscar_requests,'create user will they note anonymous client new later link client record exist use encounter interface exist'
yes,yes,no,no,yes,no,oscar_requests,'add link new will be case management oscar schedule interface encounter interface for link note record another client patient for initiate anonymous phone encounter'
no,no,no,no,no,no,oscar_requests,'entitle program create phone encounter will be facility each require use phone encounter feature'
no,no,no,no,no,no,oscar_requests,'use program this will be default phone encounter feature'
no,yes,no,no,yes,no,oscar_requests,'include future development will ability specify to program use to phone encounters oscar caisi administration section'
yes,yes,no,no,yes,no,oscar_requests,'cause initiate anonymous phone encounter create anonymous client new to be program facility current phone encounter bring user encounter interface anonymous client that new'
yes,yes,no,no,yes,no,oscar_requests,'create note be save either anonymous client record attach client record exist click link note new i.'
no,no,no,no,no,no,oscar_requests,'oscar myoscar datum send'
no,no,no,no,no,no,oscar_requests,'oscar change request v1 .2'
no,no,no,no,no,no,oscar_requests,'= = = = = = = = = = = = = = = = = = = = = = = = ='
no,no,no,no,no,no,oscar_requests,'change description include benefit'
no,no,no,no,no,no,oscar_requests,-----------------------------------
no,yes,no,no,yes,no,oscar_requests,'send ability auto myoscar datum to'
no,no,no,no,no,no,oscar_requests,'oscar interaction point'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'adminzdotzjsp oscarzdotzproperty'
no,no,no,no,no,no,oscar_requests,'do everything else be web service expose'
no,no,no,no,no,no,oscar_requests,'do work all other be component separate'
no,no,no,no,no,no,oscar_requests,'integration risk'
no,no,no,no,no,no,oscar_requests,-----------------
no,no,no,no,no,no,oscar_requests,'none much not very really'
no,no,no,no,no,no,oscar_requests,'risk incorporate if not'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'complain people have not this'
no,no,no,no,no,no,oscar_requests,'minimum testing requirement process'
no,no,no,no,no,no,oscar_requests,------------------------------------
no,no,no,no,no,no,oscar_requests,'check should work if it'
no,no,no,no,no,no,oscar_requests,'support training requirement to change'
no,no,no,no,no,no,oscar_requests,----------------------------------------
no,no,no,no,no,no,oscar_requests,'user manual install guide remote component this'
no,no,no,no,no,no,oscar_requests,'time estimate'
no,no,no,no,no,no,oscar_requests,-------------
no,no,no,no,no,no,oscar_requests,'add english conversion cdm indicator'
no,no,no,no,no,no,oscar_requests,'oscar change request v1 .2'
no,no,no,no,no,no,oscar_requests,'= = = = = = = = = = = = = = = = = = = = = = = = ='
no,no,no,no,no,no,oscar_requests,'change description include benefit'
no,no,no,no,no,no,oscar_requests,-----------------------------------
no,no,no,no,no,no,oscar_requests,'measure patient scale often unit older'
yes,yes,no,no,yes,no,oscar_requests,'click add oscar double form mime conversion function cdm indicator not user will have enter to remotely datum do conversion'
no,no,no,no,no,no,oscar_requests,'reduce program as conversion be datum entry error transcribe converted number be'
no,no,no,no,no,no,oscar_requests,'ease datum entry form calculate that auto increase bmi will use measure that'
no,no,no,no,no,no,oscar_requests,'oscar interaction point'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'cmd indicator'
no,no,no,no,no,no,oscar_requests,'integration risk'
no,no,no,no,no,no,oscar_requests,-----------------
no,no,no,no,no,no,oscar_requests,'hidden feature it may remain unfamiliar those mime'
no,no,no,no,no,no,oscar_requests,'risk incorporate if not'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'increase error'
no,no,no,no,no,no,oscar_requests,'minimum testing requirement process'
no,no,no,no,no,no,oscar_requests,------------------------------------
no,no,no,no,no,no,oscar_requests,'work do it'
no,no,no,no,no,no,oscar_requests,'support training requirement to change'
no,no,no,no,no,no,oscar_requests,----------------------------------------
no,no,no,no,no,no,oscar_requests,'click oscar double mime'
no,no,no,no,no,no,oscar_requests,'time estimate'
no,no,no,no,no,no,oscar_requests,-------------
no,no,no,no,no,no,oscar_requests,do
no,no,no,no,no,no,oscar_requests,'biotest lab handler'
no,no,no,no,no,no,oscar_requests,'oscar change request v1 .2'
no,no,no,no,no,no,oscar_requests,'= = = = = = = = = = = = = = = = = = = = = = = = ='
no,no,no,no,no,no,oscar_requests,'change description include benefit'
no,no,no,no,no,no,oscar_requests,-----------------------------------
no,yes,no,no,yes,no,oscar_requests,'add handler biotest lab'
yes,yes,no,no,yes,no,oscar_requests,'handle currently gdml handler these want we add to handler it be own manage so that difference any can be properly handler individual'
no,no,no,no,no,no,oscar_requests,'oscar interaction point'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'lab interface'
yes,yes,no,no,yes,no,oscar_requests,'expose biotest lab type'
no,no,no,no,no,no,oscar_requests,'integration risk'
no,no,no,no,no,no,oscar_requests,-----------------
no,no,no,no,no,no,oscar_requests,'contain self'
no,no,no,no,no,no,oscar_requests,'risk incorporate if not'
no,no,no,no,no,no,oscar_requests,------------------------
no,no,no,no,no,no,oscar_requests,'good idea piggyback off gdml handler be not'
no,no,no,no,no,no,oscar_requests,'minimum testing requirement process'
no,no,no,no,no,no,oscar_requests,------------------------------------
no,no,no,no,no,no,oscar_requests,'test test lab some'
no,no,no,no,no,no,oscar_requests,'support training requirement to change'
no,no,no,no,no,no,oscar_requests,----------------------------------------
no,no,no,no,no,no,oscar_requests,'time estimate'
no,no,no,no,no,no,oscar_requests,-------------
